DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	TPS hits @ p≥0.99
RS_GCF_017656475.1	0
GB_GCA_038886195.1	0
GB_GCA_964407005.1	0
GB_GCA_964621125.1	1
GB_GCA_011620765.1	0
GB_GCA_027043685.1	0
GB_GCA_038740615.1	1
GB_GCA_964433785.1	1
GB_GCA_021798195.1	0
RS_GCF_900156425.1	4
GB_GCA_963811185.1	3
GB_GCA_964586885.1	0
GB_GCA_018818285.1	0
GB_GCA_030672885.1	0
GB_GCA_002503055.1	2
GB_GCA_001602645.1	0
GB_GCA_035402785.1	0
GB_GCA_012798025.1	0
RS_GCF_028693135.1	0
GB_GCA_016871995.1	0
GB_GCA_964558645.1	2
RS_GCF_013402815.2	3
GB_GCA_023252215.1	0
GB_GCA_049965975.1	0
RS_GCF_037081715.1	3
GB_GCA_025839675.1	0
GB_GCA_964408285.1	0
GB_GCA_002496395.1	0
GB_GCA_038046085.1	0
GB_GCA_964353775.1	0
GB_GCA_964654925.1	0
GB_GCA_038734275.1	0
GB_GCA_030040895.1	0
GB_GCA_964405295.1	0
GB_GCA_029864235.1	0
GB_GCA_030018435.1	0
GB_GCA_937142015.1	3
GB_GCA_023380435.1	0
GB_GCA_023130895.1	2
GB_GCA_964353575.1	1
GB_GCA_963997805.1	2
GB_GCA_963718335.1	1
GB_GCA_964491505.1	0
GB_GCA_023137005.1	0
GB_GCA_965370705.1	0
RS_GCF_045611865.1	0
GB_GCA_005888755.1	0
GB_GCA_023247085.1	0
GB_GCA_964465795.1	1
RS_GCF_052057775.1	0
GB_GCA_038884935.1	0
GB_GCA_964478805.1	2
GB_GCA_038850115.1	0
GB_GCA_964355725.1	0
GB_GCA_036019775.1	2
GB_GCA_001871535.1	0
GB_GCA_048624455.1	0
GB_GCA_964609045.1	1
GB_GCA_023128965.1	0
GB_GCA_029775995.1	0
RS_GCF_025231485.1	1
GB_GCA_964355135.1	1
GB_GCA_025058955.1	0
GB_GCA_009778265.1	0
GB_GCA_024277355.1	1
GB_GCA_027310185.1	1
RS_GCF_000691505.1	2
GB_GCA_021827995.1	0
GB_GCA_000402775.1	0
GB_GCA_002496725.1	2
GB_GCA_964540015.1	0
RS_GCF_006861655.1	2
GB_GCA_001940655.1	1
GB_GCA_030592525.1	0
RS_GCF_017409525.1	0
GB_GCA_005878635.1	1
RS_GCF_013329165.1	0
GB_GCA_030452275.1	0
GB_GCA_963753785.1	0
GB_GCA_035553595.1	0
GB_GCA_963719635.1	0
GB_GCA_029259175.1	0
GB_GCA_038997355.1	0
RS_GCF_900114835.1	0
GB_GCA_964389625.1	0
GB_GCA_003660925.1	0
GB_GCA_963759575.1	0
GB_GCA_036781185.1	0
GB_GCA_963829125.1	0
GB_GCA_038857155.1	0
GB_GCA_035506395.1	0
GB_GCA_964530955.1	0
GB_GCA_965218695.1	0
GB_GCA_964470085.1	0
GB_GCA_964622145.1	0
GB_GCA_018304615.1	0
GB_GCA_041636435.1	0
GB_GCA_964399085.1	0
GB_GCA_021819605.1	0
RS_GCF_045646205.1	0
GB_GCA_031961585.1	0
GB_GCA_030671745.1	0
GB_GCA_026394695.1	0
GB_GCA_030018475.1	0
GB_GCA_013002265.1	0
GB_GCA_021804095.1	0
GB_GCA_963733095.1	0
GB_GCA_021787125.1	0
GB_GCA_964361545.1	0
GB_GCA_035540375.1	0
GB_GCA_038729425.1	0
GB_GCA_964437455.1	0
GB_GCA_902573015.1	2
RS_GCF_937898925.1	0
GB_GCA_026997215.1	0
GB_GCA_021851265.1	0
GB_GCA_035288865.1	0
GB_GCA_963643255.1	0
GB_GCA_021787495.1	0
RS_GCF_037338445.1	2
GB_GCA_025935445.1	0
GB_GCA_027320425.1	0
GB_GCA_035534595.1	0
GB_GCA_028703755.1	0
GB_GCA_001563965.1	2
GB_GCA_038833255.1	0
RS_GCF_020216685.1	0
GB_GCA_030861915.1	1
GB_GCA_027460465.1	0
RS_GCF_012027615.1	0
GB_GCA_018303685.1	0
GB_GCA_025457815.1	0
GB_GCA_027000765.1	0
GB_GCA_964612835.1	0
RS_GCF_030518575.1	0
GB_GCA_015522695.1	0
GB_GCA_964559795.1	0
GB_GCA_903891505.1	0
GB_GCA_013425335.1	0
GB_GCA_036475875.1	0
GB_GCA_963845205.1	0
GB_GCA_016930415.1	0
GB_GCA_039000685.1	0
GB_GCA_964459835.1	0
GB_GCA_044343155.1	0
GB_GCA_964447425.1	0
GB_GCA_049967555.1	0
GB_GCA_018694115.1	0
GB_GCA_964534185.1	1
RS_GCF_013388255.1	0
GB_GCA_028867285.1	0
RS_GCF_003111605.1	0
RS_GCF_014078525.1	1
GB_GCA_030595765.1	0
GB_GCA_016927895.1	0
GB_GCA_002762795.1	0
GB_GCA_021812305.1	0
GB_GCA_023269825.1	0
GB_GCA_965203395.1	0
GB_GCA_020854835.1	1
GB_GCA_964631415.1	0
GB_GCA_963839585.1	0
GB_GCA_003602595.1	1
GB_GCA_016192915.1	0
GB_GCA_964413775.1	0
GB_GCA_021791695.1	0
GB_GCA_034659935.1	0
GB_GCA_041649555.1	0
GB_GCA_011773785.1	0
GB_GCA_964407715.1	0
GB_GCA_007118145.1	1
GB_GCA_016928115.1	0
GB_GCA_963804785.1	0
GB_GCA_021323995.1	0
GB_GCA_048940045.1	0
GB_GCA_964645535.1	2
GB_GCA_964492935.1	0
GB_GCA_015522495.1	0
GB_GCA_902783085.1	0
GB_GCA_028715225.1	1
GB_GCA_964372485.1	0
GB_GCA_035575335.1	0
RS_GCF_017352095.1	3
GB_GCA_029555345.1	0
GB_GCA_005881695.1	0
GB_GCA_032906705.1	0
GB_GCA_035289865.1	0
GB_GCA_008297865.1	0
GB_GCA_026992595.1	0
GB_GCA_035363235.1	0
GB_GCA_963774795.1	1
GB_GCA_964368545.1	0
GB_GCA_964499845.1	0
GB_GCA_051746905.1	0
GB_GCA_016935095.1	0
GB_GCA_964592405.1	0
GB_GCA_964458565.1	0
GB_GCA_009758405.1	0
GB_GCA_021802125.1	0
GB_GCA_021792235.1	0
GB_GCA_964536595.1	0
GB_GCA_025922735.1	0
RS_GCF_025397995.1	1
GB_GCA_027623355.1	0
GB_GCA_964636425.1	0
GB_GCA_030690755.1	0
GB_GCA_016840485.1	1
GB_GCA_965242695.1	0
GB_GCA_964526265.1	0
GB_GCA_018830905.1	0
GB_GCA_964566535.1	0
GB_GCA_050053595.1	0
GB_GCA_042138015.1	0
GB_GCA_009992175.1	0
RS_GCF_000585495.1	0
GB_GCA_023378865.1	0
RS_GCF_024178165.1	2
GB_GCA_902386135.1	0
GB_GCA_016926075.1	1
GB_GCA_031272765.1	0
GB_GCA_041678455.1	0
GB_GCA_964396455.1	0
GB_GCA_030625165.1	0
GB_GCA_045568475.1	0
GB_GCA_016234025.1	0
GB_GCA_004212155.1	1
GB_GCA_016188895.1	1
GB_GCA_964427125.1	0
GB_GCA_024409165.1	0
GB_GCA_016185615.1	1
GB_GCA_015661395.1	0
GB_GCA_964514585.1	0
GB_GCA_017609405.1	0
GB_GCA_964415445.1	0
GB_GCA_041600695.1	0
GB_GCA_029259345.1	0
GB_GCA_037305845.1	0
GB_GCA_018302335.1	0
GB_GCA_049975565.1	1
GB_GCA_030647105.1	0
GB_GCA_016841265.1	0
GB_GCA_017387505.1	0
GB_GCA_964347765.1	0
GB_GCA_003021285.1	1
GB_GCA_013153595.1	0
GB_GCA_964499825.1	0
GB_GCA_037140195.1	0
GB_GCA_028713895.1	0
GB_GCA_030651135.1	0
GB_GCA_049860595.1	0
GB_GCA_038883435.1	0
GB_GCA_011523185.1	3
GB_GCA_022424925.1	2
GB_GCA_046729835.1	1
GB_GCA_012797575.1	0
GB_GCA_964486465.1	0
GB_GCA_041599235.1	0
GB_GCA_964620575.1	0
RS_GCF_009392895.1	2
RS_GCF_900111645.1	0
GB_GCA_905182125.1	4
GB_GCA_050011055.1	0
GB_GCA_002686525.1	2
GB_GCA_963798135.1	0
GB_GCA_038046225.1	0
GB_GCA_963732285.1	0
GB_GCA_038893155.1	1
GB_GCA_964510425.1	1
GB_GCA_036280615.1	0
GB_GCA_005878515.1	1
GB_GCA_030695685.1	0
GB_GCA_964550175.1	0
GB_GCA_000246735.1	3
RS_GCF_019693215.1	2
GB_GCA_035518335.1	0
RS_GCF_001748385.1	0
GB_GCA_964422525.1	0
GB_GCA_021162185.1	0
GB_GCA_016212375.1	1
GB_GCA_003660605.1	0
GB_GCA_964497715.1	0
GB_GCA_038871175.1	0
RS_GCF_049075655.1	0
GB_GCA_964358615.1	0
GB_GCA_017609145.1	0
RS_GCF_046557615.1	2
GB_GCA_016188205.1	0
GB_GCA_041488275.1	0
GB_GCA_938075675.1	3
GB_GCA_017883585.1	0
GB_GCA_050178275.1	0
GB_GCA_021161135.1	0
RS_GCF_001412615.1	0
GB_GCA_049671145.1	0
GB_GCA_049965095.1	0
GB_GCA_000402355.1	0
GB_GCA_043812915.1	0
GB_GCA_964616675.1	0
RS_GCF_026248685.1	4
GB_GCA_023539395.1	0
RS_GCF_000970285.1	1
GB_GCA_009903825.1	0
GB_GCA_964522715.1	0
GB_GCA_049799275.1	0
GB_GCA_037916685.1	0
GB_GCA_964563355.1	2
GB_GCA_964354665.1	0
GB_GCA_023473665.1	0
GB_GCA_025058735.1	0
GB_GCA_018668595.1	0
GB_GCA_965203465.1	0
GB_GCA_964385055.1	0
GB_GCA_028678715.1	0
GB_GCA_964534635.1	0
GB_GCA_002708015.1	2
GB_GCA_018221245.1	0
RS_GCF_048158745.1	2
GB_GCA_023265685.1	0
GB_GCA_964534485.1	1
GB_GCA_021811535.1	0
GB_GCA_016188105.1	0
GB_GCA_029879825.1	0
GB_GCA_964636545.1	0
GB_GCA_036277875.1	0
GB_GCA_027051265.1	0
GB_GCA_964631205.1	0
RS_GCF_032842345.1	1
RS_GCF_017656495.1	0
GB_GCA_025058225.1	1
GB_GCA_030640585.1	0
GB_GCA_029986975.1	0
GB_GCA_038046745.1	0
GB_GCA_018302165.1	0
GB_GCA_035314985.1	0
GB_GCA_964623665.1	0
GB_GCA_030609445.1	0
GB_GCA_964447315.1	0
RS_GCF_001316265.1	0
GB_GCA_964502585.1	2
GB_GCA_964526225.1	0
GB_GCA_030037495.1	0
GB_GCA_027024255.1	0
GB_GCA_031625175.1	0
GB_GCA_035643635.1	1
GB_GCA_002779065.1	0
GB_GCA_016203375.1	0
GB_GCA_027372655.1	0
GB_GCA_018825425.1	0
GB_GCA_016840135.1	0
GB_GCA_965370715.1	0
GB_GCA_002718195.1	4
GB_GCA_018659375.1	3
GB_GCA_038868075.1	0
RS_GCF_051131135.1	0
GB_GCA_035400625.1	0
GB_GCA_963933005.1	1
GB_GCA_035623855.1	0
GB_GCA_016432325.1	0
GB_GCA_964540545.1	0
RS_GCF_029338315.1	2
GB_GCA_964362535.1	0
GB_GCA_029977605.1	2
GB_GCA_041566495.1	0
GB_GCA_027000685.1	0
GB_GCA_015522955.1	0
GB_GCA_964408905.1	0
GB_GCA_022750415.1	0
GB_GCA_964508205.1	0
GB_GCA_002501885.1	2
GB_GCA_964372435.1	0
GB_GCA_035691865.1	0
GB_GCA_018819345.1	0
GB_GCA_037443105.1	0
GB_GCA_964610485.1	0
GB_GCA_028679275.1	0
GB_GCA_963704695.1	0
GB_GCA_964386835.1	1
GB_GCA_038891615.1	0
RS_GCF_026242195.1	1
GB_GCA_964526385.1	3
GB_GCA_965552295.1	0
GB_GCA_030672365.1	0
RS_GCF_001625445.1	2
GB_GCA_011048835.1	0
GB_GCA_964642065.1	0
GB_GCA_963815095.1	0
GB_GCA_026413965.1	2
GB_GCA_041660865.1	1
GB_GCA_000306725.1	0
GB_GCA_023249725.1	0
GB_GCA_027343665.1	0
GB_GCA_002505325.1	2
GB_GCA_002496385.1	0
GB_GCA_964539065.1	0
GB_GCA_964622835.1	0
GB_GCA_037441005.1	0
GB_GCA_963828315.1	0
GB_GCA_050749465.1	0
GB_GCA_013375475.1	1
GB_GCA_002496485.1	2
GB_GCA_023128135.1	0
GB_GCA_023139205.1	0
GB_GCA_942490965.1	0
GB_GCA_047602905.1	0
GB_GCA_041305185.1	0
GB_GCA_902812505.1	0
GB_GCA_013538715.1	0
GB_GCA_937876055.1	2
GB_GCA_963715645.1	0
GB_GCA_003663445.1	0
RS_GCF_020567525.1	2
GB_GCA_003601605.1	0
GB_GCA_018396555.1	0
GB_GCA_042577505.1	0
GB_GCA_964360565.1	0
GB_GCA_026014815.1	0
GB_GCA_964497645.1	0
GB_GCA_018221105.1	0
GB_GCA_016932815.1	0
GB_GCA_028867435.1	0
RS_GCF_000092305.1	0
GB_GCA_964508385.1	0
GB_GCA_024464195.1	0
GB_GCA_036522255.1	0
GB_GCA_041598975.1	2
GB_GCA_964353515.1	0
RS_GCF_023169545.1	0
GB_GCA_964408425.1	0
GB_GCA_014189675.1	0
GB_GCA_964542985.1	0
GB_GCA_964505875.1	0
GB_GCA_964526175.1	1
GB_GCA_016202875.1	0
GB_GCA_965373065.1	0
GB_GCA_964590575.1	0
GB_GCA_902511735.1	0
GB_GCA_021159385.1	0
GB_GCA_002171315.2	4
GB_GCA_014727925.1	0
GB_GCA_963820675.1	0
GB_GCA_964493265.1	0
GB_GCA_048620055.1	0
GB_GCA_003702495.1	1
GB_GCA_038130705.1	2
GB_GCA_038118245.1	3
GB_GCA_019057355.1	0
GB_GCA_028561875.1	0
GB_GCA_030036955.1	0
GB_GCA_025464645.1	0
GB_GCA_027318585.1	1
GB_GCA_038136695.1	3
GB_GCA_028679985.1	0
RS_GCF_033472595.1	0
GB_GCA_018221125.1	0
GB_GCA_963735905.1	0
RS_GCF_049973875.1	0
GB_GCA_027039295.1	0
GB_GCA_963840085.1	0
GB_GCA_016185555.1	0
GB_GCA_964502865.1	0
GB_GCA_964420525.1	0
GB_GCA_038999435.1	0
GB_GCA_041491305.1	0
GB_GCA_015521115.1	0
GB_GCA_002508635.1	0
GB_GCA_041305465.1	0
GB_GCA_031254875.1	0
GB_GCA_035353675.1	0
GB_GCA_050410885.1	1
GB_GCA_025058425.1	0
GB_GCA_021806355.1	0
RS_GCF_017427765.1	0
GB_GCA_964392725.1	0
GB_GCA_041677685.1	0
GB_GCA_020717885.1	0
GB_GCA_030043405.1	0
GB_GCA_018813505.1	1
GB_GCA_020052935.1	0
GB_GCA_029856525.1	0
RS_GCF_008000775.2	0
GB_GCA_964581315.1	0
GB_GCA_963703885.1	0
RS_GCF_029338355.1	2
GB_GCA_038874355.1	0
GB_GCA_023135545.1	0
GB_GCA_017608045.1	0
GB_GCA_963701995.1	0
GB_GCA_964479035.1	0
GB_GCA_029259535.1	0
GB_GCA_964507595.1	0
GB_GCA_048887145.1	1
GB_GCA_038740425.1	1
GB_GCA_021163225.1	1
GB_GCA_001421175.1	0
GB_GCA_964628575.1	0
GB_GCA_002898355.1	1
GB_GCA_033471095.1	0
GB_GCA_027858295.1	0
GB_GCA_964427985.1	0
GB_GCA_035289045.1	0
GB_GCA_016838825.1	0
GB_GCA_002687935.1	0
GB_GCA_051887655.1	0
GB_GCA_005883085.1	0
RS_GCF_020405205.1	3
GB_GCA_013791785.1	0
GB_GCA_016926855.1	1
GB_GCA_002011125.2	0
GB_GCA_964492465.1	0
GB_GCA_035506435.1	0
GB_GCA_041304525.1	0
GB_GCA_041642135.1	2
GB_GCA_016845225.1	0
GB_GCA_042663665.1	3
GB_GCA_017540825.1	0
GB_GCA_024275665.1	0
GB_GCA_041304265.1	0
GB_GCA_047602755.1	1
GB_GCA_021157745.1	0
GB_GCA_963779615.1	0
GB_GCA_035282925.1	0
GB_GCA_035256305.1	0
GB_GCA_964586945.1	2
GB_GCA_026394475.1	0
GB_GCA_043815245.1	0
GB_GCA_018671515.1	0
GB_GCA_029907755.1	1
GB_GCA_964621955.1	0
GB_GCA_963697895.1	0
GB_GCA_903873955.1	0
GB_GCA_027345565.1	0
GB_GCA_964577145.1	2
GB_GCA_026396415.1	1
GB_GCA_030613835.1	0
RS_GCF_037645885.1	2
GB_GCA_964651025.1	0
GB_GCA_000405225.1	0
GB_GCA_964632115.1	0
GB_GCA_018830685.1	0
GB_GCA_013331415.1	0
GB_GCA_020793565.1	0
GB_GCA_030522375.1	0
GB_GCA_002762975.1	0
GB_GCA_029856685.1	0
GB_GCA_021821785.1	0
GB_GCA_963791815.1	2
GB_GCA_964408125.1	0
GB_GCA_043815105.1	0
GB_GCA_964518475.1	0
GB_GCA_938083005.1	0
GB_GCA_025930495.1	0
GB_GCA_020723935.1	0
GB_GCA_020201485.1	0
GB_GCA_964469645.1	0
GB_GCA_027006785.1	0
GB_GCA_964483905.1	0
GB_GCA_003649665.1	0
GB_GCA_029335875.2	0
GB_GCA_035476335.1	0
GB_GCA_003702525.1	1
GB_GCA_964489675.1	0
GB_GCA_002495055.1	0
GB_GCA_964434205.1	0
GB_GCA_043808015.1	0
RS_GCF_009741825.1	2
GB_GCA_024707015.1	0
GB_GCA_029881555.1	0
GB_GCA_015662175.1	0
GB_GCA_018304605.1	0
GB_GCA_023411115.1	0
GB_GCA_015520395.1	0
GB_GCA_035264705.1	0
RS_GCF_024362485.1	2
GB_GCA_964589765.1	0
GB_GCA_049976445.1	0
GB_GCA_015662475.1	0
GB_GCA_045600635.1	0
GB_GCA_021325135.1	0
GB_GCA_963763925.1	0
GB_GCA_035283985.1	1
GB_GCA_002687255.1	0
GB_GCA_009889635.1	1
GB_GCA_964536715.1	0
GB_GCA_026986905.1	0
GB_GCA_025457905.1	1
GB_GCA_964451455.1	0
RS_GCF_024495425.1	2
GB_GCA_031316115.1	0
GB_GCA_013152575.1	0
GB_GCA_023266155.1	0
GB_GCA_964479315.1	0
GB_GCA_964500045.1	0
GB_GCA_902625885.1	3
GB_GCA_026015225.1	1
GB_GCA_045628665.1	0
GB_GCA_964478605.1	0
GB_GCA_039793475.1	0
GB_GCA_042218325.1	0
GB_GCA_964515765.1	0
GB_GCA_035175045.1	0
GB_GCA_963767735.1	0
GB_GCA_030606095.1	0
GB_GCA_003345595.1	0
GB_GCA_964504135.1	0
GB_GCA_021325595.1	0
GB_GCA_028713495.1	1
GB_GCA_001629235.1	2
RS_GCF_000144915.1	0
GB_GCA_965561205.1	0
GB_GCA_005878485.1	1
GB_GCA_036626215.1	0
GB_GCA_038152885.1	0
GB_GCA_965367815.1	1
GB_GCA_964601625.1	1
GB_GCA_038127845.1	3
GB_GCA_022823825.1	0
GB_GCA_027028805.1	0
GB_GCA_016777125.1	3
GB_GCA_964592875.1	0
GB_GCA_030539515.1	0
GB_GCA_002878135.1	0
GB_GCA_964604715.1	0
GB_GCA_041640055.1	1
GB_GCA_964557045.1	1
GB_GCA_964445485.1	0
GB_GCA_027460585.1	0
GB_GCA_002504905.1	3
GB_GCA_016867675.1	0
GB_GCA_021163925.1	0
GB_GCA_016211995.1	0
GB_GCA_039000735.1	0
GB_GCA_964587885.1	2
RS_GCF_003336245.1	3
GB_GCA_002698225.1	2
GB_GCA_036845085.1	0
GB_GCA_002011235.1	0
RS_GCF_009674625.1	3
GB_GCA_020724545.1	0
GB_GCA_023133415.1	0
RS_GCF_002505485.1	0
GB_GCA_021161685.1	0
GB_GCA_964522895.1	0
GB_GCA_041479765.1	0
GB_GCA_964650565.1	0
GB_GCA_047602735.1	0
GB_GCA_030747885.1	2
GB_GCA_035935655.1	1
RS_GCF_013760955.1	0
GB_GCA_938083505.1	1
GB_GCA_964597775.1	0
GB_GCA_026413605.1	0
GB_GCA_964606565.1	0
GB_GCA_030595665.1	0
GB_GCA_002496955.1	3
GB_GCA_016649585.1	0
GB_GCA_964430545.1	0
GB_GCA_964014905.1	3
GB_GCA_022545895.1	0
GB_GCA_002725475.1	2
GB_GCA_963749405.1	0
RS_GCF_002214165.1	0
GB_GCA_964483015.1	0
GB_GCA_002763345.1	0
GB_GCA_029987115.1	0
GB_GCA_964652135.1	0
GB_GCA_964362835.1	1
GB_GCA_017883485.1	0
GB_GCA_963842545.1	0
GB_GCA_030041355.1	0
GB_GCA_965207445.1	0
GB_GCA_030605415.1	0
GB_GCA_964460195.1	0
GB_GCA_002507245.1	0
RS_GCF_000193375.1	0
GB_GCA_021816885.1	0
GB_GCA_964347995.1	0
GB_GCA_015521705.1	0
GB_GCA_964551375.1	0
RS_GCF_000337615.1	3
GB_GCA_048939015.1	0
GB_GCA_964462505.1	0
GB_GCA_011526375.1	4
GB_GCA_964367085.1	0
RS_GCF_000710615.1	4
GB_GCA_964590415.1	0
GB_GCA_964511485.1	1
GB_GCA_964344975.1	0
RS_GCF_001402945.1	0
GB_GCA_964549605.1	0
GB_GCA_964423515.1	0
GB_GCA_002713205.1	0
GB_GCA_964016345.1	2
GB_GCA_964575955.1	0
GB_GCA_964429715.1	1
GB_GCA_018220935.1	0
GB_GCA_021816725.1	0
GB_GCA_030704845.1	0
GB_GCA_002495315.1	0
GB_GCA_949372655.1	2
RS_GCF_002498315.1	2
GB_GCA_041679005.1	0
GB_GCA_046759645.1	0
RS_GCF_006546655.1	0
GB_GCA_002701965.1	2
GB_GCA_021163145.1	0
GB_GCA_003315655.1	0
GB_GCA_027491415.1	0
GB_GCA_036258455.1	0
GB_GCA_016839585.1	0
GB_GCA_000200715.1	0
GB_GCA_964632315.1	0
GB_GCA_964401065.1	0
GB_GCA_038884615.1	0
GB_GCA_038045145.1	0
GB_GCA_036481835.1	0
GB_GCA_035505975.1	0
GB_GCA_964546295.1	0
GB_GCA_016839605.1	0
GB_GCA_038999215.1	0
GB_GCA_028867035.1	0
GB_GCA_030671315.1	0
GB_GCA_964384785.1	0
GB_GCA_964608845.1	0
GB_GCA_049288015.1	0
GB_GCA_026397315.1	0
GB_GCA_951812645.1	0
GB_GCA_949538025.1	4
GB_GCA_026985525.1	0
GB_GCA_964577775.1	0
GB_GCA_002499865.1	1
GB_GCA_002763335.1	0
GB_GCA_964552005.1	0
GB_GCA_963635855.1	0
GB_GCA_963708255.1	0
GB_GCA_902386555.1	1
GB_GCA_001516765.1	0
GB_GCA_949319355.1	0
GB_GCA_020341775.1	0
GB_GCA_041663565.1	0
RS_GCF_024298845.1	2
GB_GCA_027033675.1	0
GB_GCA_964532715.1	1
GB_GCA_964636085.1	0
GB_GCA_009786295.1	0
GB_GCA_016930555.1	0
GB_GCA_021797995.1	0
GB_GCA_964414415.1	1
GB_GCA_018303485.1	0
GB_GCA_001871595.1	0
GB_GCA_034006575.1	0
GB_GCA_051747545.1	2
GB_GCA_022848835.1	1
GB_GCA_034928305.1	0
RS_GCF_001488575.1	2
GB_GCA_049976425.1	0
GB_GCA_037917625.1	0
GB_GCA_038735675.1	0
GB_GCA_041631255.1	0
GB_GCA_016932245.1	0
GB_GCA_028867235.1	0
GB_GCA_964491005.1	0
GB_GCA_021158125.1	0
GB_GCA_902566725.1	0
GB_GCA_964418905.1	0
GB_GCA_964527545.1	0
RS_GCF_014646875.1	2
GB_GCA_009783705.1	0
GB_GCA_019594305.1	0
GB_GCA_937921735.1	0
GB_GCA_029879735.1	0
GB_GCA_016212505.1	0
RS_GCF_042662125.1	2
GB_GCA_018302785.1	0
GB_GCA_018652685.1	0
RS_GCF_030651615.1	0
GB_GCA_964451185.1	0
RS_GCF_023093535.1	2
GB_GCA_036520175.1	0
GB_GCA_013154035.1	0
GB_GCA_045639105.1	0
GB_GCA_039091535.1	0
GB_GCA_038884455.1	2
GB_GCA_029258735.1	0
GB_GCA_964229715.1	2
GB_GCA_002839705.1	1
GB_GCA_021199865.1	0
GB_GCA_035256445.1	0
GB_GCA_030620695.1	0
GB_GCA_038870415.1	0
RS_GCF_000092185.1	0
RS_GCF_050122995.1	2
GB_GCA_017519045.1	0
GB_GCA_015062815.1	0
GB_GCA_028866935.1	0
GB_GCA_047617785.1	0
GB_GCA_026014515.1	0
GB_GCA_046290005.1	0
GB_GCA_023252335.1	0
GB_GCA_021161825.1	0
GB_GCA_030054735.1	0
GB_GCA_964449495.1	0
RS_GCF_009674585.1	2
GB_GCA_017609625.1	1
GB_GCA_018304165.1	0
GB_GCA_039679395.1	0
GB_GCA_964372795.1	0
GB_GCA_029856365.1	2
GB_GCA_964536035.1	0
GB_GCA_964475625.1	0
GB_GCA_964611285.1	2
GB_GCA_963753065.1	0
GB_GCA_964581495.1	2
GB_GCA_902794475.1	0
GB_GCA_964529905.1	0
RS_GCF_030127125.1	3
GB_GCA_024276825.1	1
GB_GCA_964395405.1	0
GB_GCA_002506425.1	0
GB_GCA_025358115.1	0
GB_GCA_036557905.1	0
GB_GCA_028866895.1	0
RS_GCF_000755245.1	2
GB_GCA_964399685.1	0
GB_GCA_035759485.1	1
RS_GCF_032594435.1	0
GB_GCA_964399035.1	0
GB_GCA_038883135.1	0
GB_GCA_023265135.1	0
GB_GCA_017885655.1	0
GB_GCA_964552785.1	0
RS_GCF_047616845.1	1
GB_GCA_036802965.1	0
GB_GCA_028751055.1	1
GB_GCA_002503825.1	0
GB_GCA_029932835.1	0
GB_GCA_043818535.1	0
GB_GCA_002509665.1	1
GB_GCA_964510025.1	0
GB_GCA_027858315.1	0
GB_GCA_002069705.1	0
GB_GCA_050108095.1	0
GB_GCA_039796495.1	0
GB_GCA_038897115.1	1
GB_GCA_019322375.1	0
GB_GCA_903884505.1	0
GB_GCA_029237515.1	0
GB_GCA_038740145.1	0
GB_GCA_002723635.1	1
RS_GCF_000013725.1	0
GB_GCA_035946105.1	0
RS_GCF_000007225.1	0
RS_GCF_000151105.2	0
GB_GCA_038046465.1	0
GB_GCA_038128845.1	0
GB_GCA_026414265.1	1
GB_GCA_046539225.1	0
GB_GCA_041483615.1	0
GB_GCA_027365815.1	0
RS_GCF_017094485.1	2
GB_GCA_052387615.1	0
RS_GCF_004765815.2	3
GB_GCA_022426155.1	3
GB_GCA_003157235.1	0
GB_GCA_020725055.1	0
GB_GCA_015520265.1	0
GB_GCA_003560875.1	0
GB_GCA_015658585.1	1
GB_GCA_048623335.1	2
GB_GCA_963773945.1	0
GB_GCA_044869655.1	0
GB_GCA_018396655.1	0
RS_GCF_000970205.1	0
GB_GCA_964530285.1	0
GB_GCA_042663485.1	3
GB_GCA_002706615.1	1
GB_GCA_965195275.1	0
GB_GCA_041305385.1	0
GB_GCA_025058215.1	0
GB_GCA_035283065.1	1
RS_GCF_004297185.1	0
GB_GCA_042215855.1	4
GB_GCA_016783455.1	1
GB_GCA_001515185.1	0
GB_GCA_046536535.1	0
GB_GCA_018396675.1	0
GB_GCA_038046425.1	0
GB_GCA_964624275.1	1
GB_GCA_027365725.1	0
GB_GCA_002688165.1	0
GB_GCA_013425455.1	0
RS_GCF_000470655.1	2
GB_GCA_016200025.1	0
GB_GCA_963643445.1	0
GB_GCA_018396565.1	1
GB_GCA_011605715.1	0
GB_GCA_964443535.1	1
GB_GCA_046731995.1	0
GB_GCA_048882505.1	1
GB_GCA_003661945.1	0
RS_GCF_001729965.1	0
GB_GCA_964513765.1	0
GB_GCA_001563795.1	3
GB_GCA_963695285.1	0
GB_GCA_018304245.1	0
GB_GCA_964539695.1	0
GB_GCA_016207515.1	0
GB_GCA_035622335.1	0
GB_GCA_963666555.1	0
GB_GCA_038891475.1	0
GB_GCA_030635525.1	0
GB_GCA_964444355.1	0
GB_GCA_018691995.1	0
GB_GCA_035504395.1	0
RS_GCF_000800805.1	0
GB_GCA_009887255.1	3
GB_GCA_964554415.1	0
GB_GCA_026985375.1	0
GB_GCA_030038605.1	0
GB_GCA_021161785.1	0
GB_GCA_028678665.1	0
GB_GCA_964651915.1	1
RS_GCF_027008145.1	0
GB_GCA_024280435.1	1
GB_GCA_046760145.1	0
GB_GCA_019323015.1	0
RS_GCF_000151205.2	0
RS_GCF_043677095.1	2
GB_GCA_963728405.1	0
GB_GCA_964510085.1	0
GB_GCA_043822125.1	0
