marts_id,uniprot,kingdom,domain_configuration
marts_E01301,A0A068EUF6,Plants,β + α1D
marts_E01302,A0A067SEC9,Fungi,α1G
marts_E01304,A0A023J8Z5,Plants,β + α1D
marts_E01305,Q7KWU0,Protists,α1G
marts_E01306,Q54P86,Protists,α1G
marts_E01307,Q54TW4,Protists,α1G
marts_E01308,D5SK09,Bacteria,α1G
marts_E01309,A0A5P2UZR8,Bacteria,α1G
marts_E01310,,Bacteria,α1H
marts_E01311,A0AA51BM75,Plants,γ + β + α1D
marts_E01312,A0A561SAF2,Bacteria,α1G
marts_E01313,A0A7W5F0P0,Bacteria,α1G
marts_E01314,A0A1M3U1M9,Fungi,α1G
marts_E01315,A0A3M8F3X6,Bacteria,α1G
marts_E01316,,Bacteria,α1G
marts_E01317,C7QAD7,Bacteria,α1G
marts_E01318,C9Z4F7,Bacteria,α1G
marts_E01319,A0A5P1ZG13,Bacteria,α1G
marts_E01320,B5GTQ6,Bacteria,α1G
marts_E01321,,Viruses,α1G
marts_E01322,A0A101T124,Bacteria,α1G
marts_E01323,A0A117RG81,Bacteria,α1G
marts_E01324,A0A5N5W9J0,Bacteria,α1G
marts_E01325,,Bacteria,α1G
marts_E01326,,Animals,α3B
marts_E01327,O34707,Bacteria,α1A
marts_E01328,A0A318P116,Bacteria,α1G
marts_E01329,,Bacteria,α1G
marts_E01330,,Bacteria,α1G
marts_E01331,,Plants,α1G
marts_E01332,D5SLU6,Bacteria,α1G
marts_E01333,,Plants,β + α1D
marts_E01334,,Plants,β + α1D
marts_E01335,,Fungi,α1G
marts_E01336,A0A250IBE0,Bacteria,α1G
marts_E01337,A0A1Z2LDZ7,Bacteria,α1G
marts_E01338,A0A562T706,Bacteria,α1G
marts_E01339,A0A2E1AC30,Bacteria,α1G
marts_E01340,,Bacteria,α1G
marts_E01341,A0A1H7UDD2,Bacteria,α1G
marts_E01342,A0A2T0LNX7,Bacteria,α1G
marts_E01343,A0A1N6E2E2,Bacteria,α1G
marts_E01344,A0A2A3HMH3,Bacteria,α1G
marts_E01345,A0A562SP41,Bacteria,γ + δ1 + α1D
marts_E01346,A0A1I1IX82,Bacteria,α1G
marts_E01347,A0A7M3M6K6,Bacteria,α1G
marts_E01348,A0A5P0YYU2,Bacteria,α1G
marts_E01349,A0A3N4M544,Bacteria,α1G
marts_E01350,A0A139WXP3,Bacteria,α1G
marts_E01351,A0A0N9I8A9,Bacteria,α1G
marts_E01352,A0A097ZQD0,Bacteria,α1G
marts_E01353,A0A4R4VDA4,Bacteria,α1G
marts_E01354,A0A6I2FRA3,Bacteria,α1G
marts_E01355,,Bacteria,α1G
marts_E01356,A0A1H1T2Q7,Bacteria,α1G
marts_E01357,J2T8D5,Bacteria,α1G
marts_E01358,A0A495JMV3,Bacteria,α1G
marts_E01359,A0A0M8XX89,Bacteria,α1G
marts_E01360,A0A1Q5GJH1,Bacteria,α1G
marts_E01361,A0A3N1A8E7,Bacteria,α1G
marts_E01362,A0A1N7KE47,Bacteria,α1G
marts_E01363,A0A386ZKV4,Bacteria,α1G
marts_E01364,A0A552RHR4,Bacteria,α1G
marts_E01365,,Bacteria,α1G
marts_E01366,A0AA82WP13,Bacteria,α1G
marts_E01367,A0A956YA26,Bacteria,α1G
marts_E01368,A0A979G5X7,Bacteria,α1G
marts_E01369,A0A979G646,Bacteria,α1G
marts_E01370,A0A010YQZ8,Bacteria,α1G
marts_E01371,A0A1L1WP15,Plants,β + α1D
marts_E01372,A0A1V0QSF8,Plants,β + α1D
marts_E01373,A0A1V0QSG0,Plants,β + α1D
marts_E01374,A0A1V0QSG1,Plants,β + α1D
marts_E01375,A0A1V0QSH1,Plants,β + α1D
marts_E01376,A0A290U6M3,Plants,β + α1D
marts_E01377,A0A2U8JPY1,Plants,β + α1D
marts_E01378,A0A385J6X8,Plants,β + α1D
marts_E01379,A0A385J6Y5,Plants,β + α1D
marts_E01380,A0A385J6Y6,Plants,β + α1D
marts_E01381,A0A385J6Y9,Plants,β + α1D
marts_E01382,A0A3B8DU56,Plants,β + α1D
marts_E01383,A0A3G9EWY9,Plants,β + α1D
marts_E01384,A0A4Y5QWA6,Plants,β + α1D
marts_E01385,A0A4Y5QWK5,Plants,β + α1D
marts_E01386,A0A4Y5QZ62,Plants,β + α1D
marts_E01387,A0A650A7L8,Plants,β + α1D
marts_E01388,A0A650A8B4,Plants,β + α1D
marts_E01389,A0A7D5HVQ3,Plants,β + α1D
marts_E01390,A0A7D5HYM9,Plants,β + α1D
marts_E01391,A0A7D5HYZ9,Plants,β + α1D
marts_E01392,A0A7D5HZV8,Plants,β + α1D
marts_E01393,A0A7S6HRZ4,Plants,β + α1D
marts_E01394,A0A8A5RE99,Plants,β + α1D
marts_E01395,A0A8A5XA86,Plants,β + α1D
marts_E01396,A0A8A5XC90,Plants,β + α1D
marts_E01397,S4SC87,Plants,β + α1D
marts_E01398,,Plants,α1D
marts_E01399,A0A067N7X3,Fungi,α1G
marts_E01400,A0A067NBB1,Fungi,α1G
marts_E01401,A0A067NY86,Fungi,α1G
marts_E01402,A0A094YZ24,Bacteria,α1A
marts_E01403,A0A097ZQA4,Bacteria,α1G
marts_E01404,A0A097ZQD1,Bacteria,α1G
marts_E01405,A0A2H3DKU3,Fungi,α1G
marts_E01406,A0A2H3DQV4,Fungi,α1G
marts_E01407,A0A2H3DUF9,Fungi,α1G
marts_E01408,A0A2H3E1S5,Fungi,α1G
marts_E01409,A0A345ZQ19,Plants,γ + β + α1D
marts_E01410,A0A345ZQ20,Plants,γ + β + α1D
marts_E01411,A0A345ZQ21,Plants,γ + β + α1D
marts_E01412,A0A345ZQ23,Plants,γ + β + α1D
marts_E01413,A0A345ZQ24,Plants,γ + β + α1D
marts_E01414,A0A345ZQ25,Plants,γ + β + α1D
marts_E01415,A0A345ZQ26,Plants,γ + β + α1D
marts_E01416,A0A345ZQ29,Plants,γ + β + α1D
marts_E01417,A0A345ZQ30,Plants,γ + β + α1D
marts_E01418,A0A345ZQ31,Plants,γ + β + α1D
marts_E01419,A0A8H6ZNT4,Fungi,α1G
marts_E01420,A0A8H7DPD2,Fungi,α1G
marts_E01421,A0A8T0VMU7,Plants,γ + β + α1D
marts_E01422,B5H135,Bacteria,α1G
marts_E01423,UPI0005ADA921,Bacteria,γ + δ1
marts_E01424,UPI0005AE096B,Bacteria,α1D
marts_E01425,,Bacteria,α1D
marts_E01426,A0A1G9UQQ0,Bacteria,α1G
marts_E01427,A0A1U7YTG3,Plants,β + α1D
marts_E01428,A0A1U7Z4L4,Plants,β + α1D
marts_E01429,A0A1U8BK57,Plants,γ + β + α1D
marts_E01430,A0A401VY17,Bacteria,α1G
marts_E01431,A0A822XDK0,Plants,γ + β + α1D
marts_E01432,A0A822ZER1,Plants,β + α1D
marts_E01433,F8JK18,Bacteria,α1G
marts_E01434,,Bacteria,α1G
marts_E01435,,Bacteria,α1G
marts_E01436,,Bacteria,α1G
marts_E01437,,Plants,α1G
marts_E01438,,Plants,α1I
marts_E01439,,Plants,α1G
marts_E01440,,Plants,α1G
marts_E01441,,Plants,α1G
marts_E01442,,Fungi,α1G
marts_E01443,,Plants,β + α1D
marts_E01444,,Plants,γ + β + α1D
marts_E01445,A0A4P2VFM9,Fungi,α1G
marts_E01446,A0A4P2VFW6,Fungi,α1G
marts_E01447,A0A4P2VFX4,Fungi,α1G
marts_E01448,A0A4P2VG85,Fungi,α1G
marts_E01449,A0A4P2VG86,Fungi,α1G
marts_E01450,A0A4P2VIB5,Fungi,α1G
marts_E01451,A0A4P2VIC1,Fungi,α1G
marts_E01452,A0A4P2VJ76,Fungi,α1G
marts_E01453,A0A4P2VJ78,Fungi,α1G
marts_E01454,A0A4P2VK23,Fungi,α1G
marts_E01455,A0A4P2VK29,Fungi,α1G
marts_E01456,A0A4P2VRB6,Fungi,α1G
marts_E01457,A0A4P2VRC2,Fungi,α1G
marts_E01458,A0A4P2VS22,Fungi,α1G
marts_E01459,A0A4P2VS31,Fungi,α1G
marts_E01460,A0A4V0P208,Fungi,α1G
marts_E01461,A0A8H5Z7W4,Fungi,α1I
marts_E01462,A0AAW1L0L7,Plants,ε + δ2
marts_E01463,O22667,Plants,γ + β + α1D
marts_E01464,Q9ZTN7,Plants,γ + β + α1D
marts_E01465,UPI000440A4B6,Fungi,α1G
marts_E01466,UPI000440ADCF,Fungi,α1G
marts_E01467,UPI000440C954,Fungi,α1G
marts_E01468,UPI0004449431,Fungi,α1G
marts_E01469,UPI0004449AEC,Fungi,α1G
marts_E01470,UPI003468F469,Fungi,α1G
marts_E01471,,Fungi,α1G
marts_E01472,,Fungi,α1G
marts_E01473,,Fungi,α1G
marts_E01474,,Fungi,α1I
marts_E01475,A0A075W2D6,Plants,β + α1D
marts_E01476,A0A084SQV5,Bacteria,α2A
marts_E01477,A0A097SRU9,Plants,γ + β + α1D
marts_E01478,A0A0D3CK74,Plants,β + α1D
marts_E01479,A0A0H4U599,Plants,γ + β + α1D
marts_E01480,A0A0H4U5M2,Plants,β + α1D
marts_E01481,A0A140KFH3,Plants,β + α1D
marts_E01482,A0A178MLU0,Bacteria,α2A
marts_E01483,A0A1D6DZU6,Plants,γ + β + α1D
marts_E01484,A0A1V0QSF1,Fungi,α2A
marts_E01485,A0A1V0QSF7,Fungi,α2A
marts_E01486,A0A2N3Y098,Bacteria,α1G
marts_E01487,A0A2Z6E9E7,Plants,β + α1D
marts_E01488,A0A385AJM5,Protists,α1G
marts_E01489,A0A482F799,Plants,ε + δ2
marts_E01490,A0A482F7E4,Plants,ε + δ2
marts_E01491,A0A4R8DHV7,Bacteria,α1G
marts_E01492,A0A562SZ08,Bacteria,α1G
marts_E01493,A0A562T0F8,Bacteria,α1G
marts_E01494,A0A562T294,Bacteria,α1G
marts_E01495,A0A562T659,Bacteria,α1G
marts_E01496,A0A562TEX3,Bacteria,α1G
marts_E01497,A0A5K6WE80,Plants,β + α1D
marts_E01498,A0A5K6WNC8,Plants,β + α1D
marts_E01499,A0A6P5F5Q4,Plants,β + α1D
marts_E01500,A0A7D5UZM1,Fungi,α1G
marts_E01501,A0A7L4XSZ2,Plants,β + α1D
marts_E01502,A0F0B7,Plants,β + α1D
marts_E01503,B4FYP8,Plants,β + α1D
marts_E01504,B9SIL7,Plants,γ + β + α1D
marts_E01505,B9SIM2,Plants,γ + β + α1D
marts_E01506,B9SIM3,Plants,γ + β + α1D
marts_E01507,C7SHN9,Plants,γ + β + α1D
marts_E01508,F8TWD0,Plants,β + α1D
marts_E01509,F8TWD1,Plants,β + α1D
marts_E01510,F8TWD2,Plants,β + α1D
marts_E01511,G9M5S7,Plants,γ + β + α1D
marts_E01512,G9M5S8,Plants,β + α1D
marts_E01513,H6KZW8,Bacteria,α2A
marts_E01514,L0I762,Plants,β + α1D
marts_E01515,L0I7G3,Plants,β + α1D
marts_E01516,L0I8P4,Plants,β + α1D
marts_E01517,L0I9I1,Plants,β + α1D
marts_E01518,M2TEG6,Fungi,α1B + α3B
marts_E01519,M2U3S5,Fungi,α1B + α3B
marts_E01520,Q45221,Bacteria,γ + δ1
marts_E01521,Q45222,Bacteria,α1G
marts_E01522,Q4QSN5,Plants,γ + β + α1D
marts_E01523,Q5CD81,Plants,β + α1D
marts_E01524,Q66PX9,Plants,β + α1D
marts_E01525,Q675K8,Plants,β + α1D
marts_E01526,Q675K9,Plants,β + α1D
marts_E01527,Q675L2,Plants,β + α1D
marts_E01528,Q9C8E3,Plants,β + α1D
marts_E01529,Q9LH31,Plants,β + α1D
marts_E01530,Q9LIA1,Plants,β + α1D
marts_E01531,Q9LQ27,Plants,β + α1D
marts_E01532,R0GB30,Plants,β + α1D
marts_E01533,UPI000045BCA6,Bacteria,α1G + α1G
marts_E01534,UPI000173D2D8,Bacteria,α2A
marts_E01535,UPI00032B827C,Plants,β + α1D
marts_E01536,UPI000525E1C4,Bacteria,α1H
marts_E01537,UPI0005D906A8,Bacteria,α2A
marts_E01538,UPI000A5C63E0,Bacteria,α1G
marts_E01539,UPI001460FE0B,Plants,β + α1D
