dark_id,closest_marts_id,closest_marts_kingdom,distance
A0A5N6U9K3,marts_E01179,Plants,3.425543241
A0A835X289,marts_E01274,Fungi,3.4127187699999997
A0A7D5M834,marts_E01274,Fungi,3.4102403318
A0A7X1HL02,marts_E01318,Bacteria,3.4099848907
A0A0G0MEM1,marts_E01468,Fungi,3.4094948024000002
A0A835SIX7,marts_E01274,Fungi,3.4066757214
A0A7J6Q3Q9,marts_E00289,Bacteria,3.4037603089
A0A0C5BQ82,marts_E01274,Fungi,3.4031450299
A0A397WA44,marts_E00739,Protists,3.3987032685
A0A819J962,marts_E00501,Fungi,3.3967575835000003
A0A835XJI8,marts_E01274,Fungi,3.3932247110000002
A0A835WYY6,marts_E01274,Fungi,3.3921198674
A0A9X4BJD0,marts_E01235,Fungi,3.3813000541
A0A1R3RGK6,marts_E01179,Plants,3.3803644970000004
A0A317WYD1,marts_E01179,Plants,3.37894518
A0A397TYN6,marts_E00739,Protists,3.3739253876
A0A835X7M5,marts_E01274,Fungi,3.3618926452
A0A4U1IQM3,marts_E00337,Bacteria,3.3609176818
A0A0T5ZFU2,marts_E01274,Fungi,3.3547679823
A0A2E1W7X2,marts_E00971,Bacteria,3.3546703255
A0A135LUB0,marts_E01179,Plants,3.3526638438000003
A0A958EA20,marts_E00505,Bacteria,3.3517256207
A0A370LK89,marts_E01274,Fungi,3.3470526165
A0A9P5SNK6,marts_E01362,Bacteria,3.3409745928
A0A5N6TY51,marts_E01179,Plants,3.3351696984
A0A4Q4V082,marts_E01179,Plants,3.3210760946000004
A0A2E6SYZ7,marts_E00971,Bacteria,3.3037565453999997
A0A7K2YD55,marts_E01179,Plants,3.3033152332
A0A0G4EYS2,marts_E01235,Fungi,3.2934615792999997
U7VBE1,marts_E01318,Bacteria,3.2673335655
A0A2E0MFC0,marts_E00971,Bacteria,3.2568120649
A0AAJ2ZF31,marts_E00338,Bacteria,3.2480884974000004
A0A4R3H127,marts_E00505,Bacteria,3.2032967198
A0A318CV38,marts_E00505,Bacteria,3.1980990483999996
A0A9P5UL05,marts_E00183,Plants,3.1972911552000003
A0A5B9W5B9,marts_E01235,Fungi,3.1897284404999997
A0A1Y2ET84,marts_E00475,Animals,3.178991581
A0A5B0GM78,marts_E00505,Bacteria,3.1684503648
A0A1H8MBQ2,marts_E00505,Bacteria,3.1480962672999997
L1P1Y9,marts_E01537,Bacteria,3.1310880946
A0A2I8DM01,marts_E01424,Bacteria,3.1285314686
A0A961I768,marts_E01157,Fungi,3.1192611228000002
A0A815AY39,marts_E00501,Fungi,3.1049242778000004
A0A4P9A3L2,marts_E00592,Bacteria,3.0860689424
A0A3N1HZA8,marts_E00337,Bacteria,3.0791440874
A0A2H4UTS0,marts_E01494,Bacteria,3.053368599
A0A151F1W1,marts_E01328,Bacteria,2.9953033715
A0A0G1B358,marts_E00183,Plants,2.9586872259
A0A976X9Y4,marts_E00289,Bacteria,2.9019073873
A0A2Z2NUP9,marts_E00592,Bacteria,2.8622539401
A0A7Y5SYI5,marts_E00879,Fungi,2.8614464357
A0A137NY97,marts_E01362,Bacteria,2.847674208
A0A955PXD4,marts_E00505,Bacteria,2.8323257
A0A955L6M0,marts_E01327,Bacteria,2.8208189915000004
A0A1G3AME6,marts_E01328,Bacteria,2.8149778768
A0A0G1HL56,marts_E00338,Bacteria,2.760944023
A0A1V5TWY6,marts_E01169,Bacteria,2.7387798315999996
A0A550GSS6,marts_E01169,Bacteria,2.7124920703999997
A0A8T3NCP5,marts_E00592,Bacteria,2.6893523091000002
A0A8G0PW25,marts_E01459,Fungi,2.6850228196
A0A1H7WJN1,marts_E00337,Bacteria,2.6176525446000003
A0A429I1W2,marts_E00904,Bacteria,2.5856994648000002
A0A4R4RME5,marts_E00879,Fungi,2.5572863578000002
A0A317WJU0,marts_E01157,Fungi,2.5498962201000004
A0A8J7XT75,marts_E01494,Bacteria,2.4781872036
A0A9N9KSZ4,marts_E01157,Fungi,2.4687977065
A0A6A6V2U8,marts_E01157,Fungi,2.4594151776
A0A440IVB6,marts_E00904,Bacteria,2.4416411943
A0A563CU41,marts_E00569,Bacteria,2.4206422603
A0A5J4K583,marts_E00904,Bacteria,2.4152403655
A0A653G212,marts_E01353,Bacteria,2.4099091809999997
A0A955KX52,marts_E01170,Fungi,2.4075978203000004
A0A9E1QB38,marts_E01474,Fungi,2.4056734763
H1YX77,marts_E01116,Fungi,2.3513362119
A0A2V1D3A7,marts_E01157,Fungi,2.3443557677
A0A2N2XK15,marts_E01442,Fungi,2.2403190696
A0A7W7FT56,marts_E00941,Bacteria,2.2223889808
A0A317VCP2,marts_E01157,Fungi,2.2197492182
A0AAD4D271,marts_E01116,Fungi,2.1592408222
A0A1Y2V2U5,marts_E00919,Fungi,2.1250579596
A0A955RKV0,marts_E00501,Fungi,2.1238161093
A0A226DI62,marts_E01190,Plants,2.1165509785
A0A950ILY3,marts_E00505,Bacteria,2.1095402588
A0A2C5Z2E7,marts_E01157,Fungi,2.0791070332
A0A450SFA8,marts_E01192,Bacteria,2.0712301915
A0A8S4GHC7,marts_E01422,Bacteria,2.0273320749
A0A1H7WIY8,marts_E00903,Bacteria,1.9874888283
A0A0F2T6J0,marts_E00716,Bacteria,1.9767914961000002
A0A4Z0ZC59,marts_E01157,Fungi,1.9468662363
A0A3M1CV91,marts_E00795,Bacteria,1.9106915214
A0A1Q5KBG0,marts_E00903,Bacteria,1.8955673997
A0A6A6DX92,marts_E01157,Fungi,1.8873386047
B5H2T1,marts_E00972,Bacteria,1.8776629141999999
A0AAV9NWN9,marts_E01179,Plants,1.85450842
A0A0G2I0Z4,marts_E01157,Fungi,1.8345014473
A0A0G2HTT8,marts_E00919,Fungi,1.8305909853
A0A930UR48,marts_E01352,Bacteria,1.8086003056
A0A6A6DZV1,marts_E01157,Fungi,1.7436110391000001
A0A4Z1HPE7,marts_E01157,Fungi,1.6854638208
A0A1L9VTD9,marts_E01157,Fungi,1.6243344464000002
A0AAN7UHU2,marts_E00919,Fungi,1.5933405104
A0A0F7ZGG8,marts_E01157,Fungi,1.5818697775000001
A0A7C8IMP0,marts_E00919,Fungi,1.578191766
M7TBC3,marts_E01157,Fungi,1.5759336412999998
A0A384JQ51,marts_E01157,Fungi,1.5757702716
A0A4Z0Z784,marts_E00919,Fungi,1.5305811449
A0A4Y8CX15,marts_E01157,Fungi,1.5288355114
A0A9X0AUX0,marts_E01157,Fungi,1.528089096
A0A4Q5QV35,marts_E00254,Fungi,1.4635580882
A0A6A5UCJ1,marts_E00919,Fungi,1.2520600909
A0AAN6S9X9,marts_E00919,Fungi,0.9802361197
A0A0G2F937,marts_E00920,Fungi,0.40521558700000004
A0A8J2N6H6,marts_E00997,Fungi,0.3689666578
